zaman_ms,irtifa_m,basinc_hPa,ivme_x_g,ivme_y_g,ivme_z_g,sicaklik_C,durum
88900,1336.5,770.46,-0.068,0.041,0.975,10.45,5
89000,1333.92,770.59,-0.124,-0.076,1.028,10.45,5
89100,1331.34,770.92,-0.033,0.008,1.043,10.29,5
89200,1329.13,771.14,0.069,-0.02,1.071,10.2,5
89300,1327.84,771.35,-0.114,0.082,1.051,10.34,5
89400,1324.41,771.58,-0.038,0.018,1.0,10.31,5
89500,1322.49,771.8,-0.006,0.065,1.072,10.43,5
89600,1320.65,771.98,0.088,-0.02,1.171,10.26,5
89700,1318.48,772.15,-0.007,-0.081,1.04,10.43,5
89800,1315.56,772.38,-0.025,0.171,1.112,10.61,5
89900,1312.98,772.74,0.066,0.055,0.883,10.21,5
90000,1310.36,772.9,0.023,-0.096,0.814,10.51,5
90100,1308.18,773.23,-0.056,0.042,0.999,10.44,5
90200,1304.96,773.3,-0.022,-0.047,0.892,10.48,5
90300,1303.9,773.6,-0.054,-0.016,1.107,10.4,5
90400,1301.19,773.85,0.146,0.009,1.045,10.48,5
90500,1298.37,774.06,-0.097,0.086,1.103,10.4,5
90600,1296.59,774.31,0.007,-0.013,1.159,10.51,5
90700,1294.81,774.5,0.043,-0.004,0.941,10.32,5
90800,1291.89,774.69,0.033,0.033,1.063,10.73,5
90900,1288.66,774.89,0.026,0.011,0.869,10.72,5
91000,1288.03,775.19,0.079,-0.078,1.123,10.79,5
91100,1284.93,775.31,0.006,0.021,0.985,10.78,5
91200,1281.18,775.67,-0.035,0.06,1.078,10.82,5
91300,1280.42,775.76,-0.057,0.003,1.219,10.71,5
91400,1277.8,776.06,0.024,-0.019,1.044,10.74,5
91500,1274.23,776.43,0.035,0.041,0.898,10.66,5
91600,1272.93,776.55,0.061,0.07,0.834,10.8,5
91700,1269.83,776.83,-0.094,0.03,1.083,10.77,5
91800,1267.14,776.98,-0.001,-0.042,0.855,11.06,5
91900,1264.67,777.22,-0.005,0.022,1.011,10.66,5
92000,1264.46,777.5,0.002,-0.067,1.085,10.63,5
92100,1260.34,777.66,0.062,-0.009,1.055,10.81,5
92200,1258.32,777.93,-0.089,0.086,1.133,10.84,5
92300,1255.63,778.15,-0.073,-0.009,0.94,10.65,5
92400,1253.86,778.39,-0.04,0.049,1.049,10.64,5
92500,1251.92,778.57,0.044,-0.037,0.897,10.97,5
92600,1249.18,778.79,-0.0,-0.022,0.904,10.97,5
92700,1246.77,779.05,0.02,0.034,0.915,10.9,5
92800,1242.79,779.27,0.107,-0.03,1.138,11.11,5
92900,1241.85,779.51,0.016,0.081,1.04,11.15,5
93000,1239.92,779.83,0.041,0.054,0.955,11.07,5
93100,1236.99,780.05,-0.0,-0.032,1.04,11.01,5
93200,1234.33,780.22,-0.01,0.071,0.934,11.1,5
93300,1231.43,780.46,-0.109,0.019,1.055,10.98,5
93400,1228.67,780.6,-0.059,-0.013,0.931,10.89,5
93500,1226.6,780.82,0.064,-0.034,1.033,10.88,5
93600,1224.45,781.11,0.029,-0.005,1.094,10.91,5
93700,1221.43,781.35,-0.085,0.01,1.072,11.12,5
93800,1219.61,781.56,-0.121,0.045,1.015,10.93,5
93900,1217.96,781.74,0.0,0.029,0.962,11.17,5
94000,1215.54,782.01,-0.043,0.015,0.854,11.07,5
94100,1213.63,782.29,0.055,-0.038,0.938,10.89,5
94200,1209.45,782.42,0.052,0.047,1.037,11.08,5
94300,1207.15,782.67,0.007,-0.001,0.95,11.29,5
94400,1204.66,782.93,-0.111,0.051,1.109,11.16,5
94500,1203.3,783.11,-0.04,-0.016,0.979,11.07,5
94600,1201.01,783.34,-0.049,-0.041,1.092,11.09,5
94700,1198.68,783.66,0.033,0.059,0.933,11.26,5
94800,1195.23,783.91,0.059,-0.032,0.951,10.8,5
94900,1192.88,784.1,0.0,0.075,1.103,11.2,5
95000,1190.54,784.26,-0.055,0.009,0.934,11.07,5
95100,1187.78,784.58,0.038,0.055,0.97,11.18,5
95200,1185.72,784.78,-0.027,-0.06,1.007,11.41,5
95300,1182.92,785.07,-0.086,-0.034,1.057,11.31,5
95400,1180.94,785.22,0.051,0.054,0.979,11.17,5
95500,1179.7,785.5,-0.033,-0.019,1.106,11.38,5
95600,1177.21,785.67,0.086,0.123,0.981,11.48,5
95700,1173.23,785.89,-0.054,-0.026,1.023,11.3,5
95800,1171.18,786.18,0.059,-0.034,1.069,11.24,5
95900,1169.37,786.4,0.042,-0.037,0.949,11.5,5
96000,1167.0,786.54,-0.048,0.058,0.92,11.14,5
96100,1163.51,786.92,0.063,-0.037,1.013,11.29,5
96200,1162.19,787.0,0.03,0.073,0.848,11.66,5
96300,1160.13,787.35,-0.021,0.028,0.996,11.23,5
96400,1156.81,787.49,-0.039,0.06,0.908,11.55,5
96500,1154.78,787.74,0.016,-0.09,1.106,,5
96600,1153.19,788.02,0.064,-0.023,0.817,11.65,5
96700,1150.59,788.25,0.086,0.045,1.069,11.57,5
96800,1148.04,788.49,-0.013,0.008,0.974,11.65,5
96900,1145.19,788.75,0.029,0.039,0.999,11.49,5
97000,1143.02,788.92,0.011,0.026,1.057,11.41,5
97100,1138.71,789.15,-0.061,-0.096,0.922,11.44,5
97200,1138.8,789.41,-0.021,-0.07,1.045,11.46,5
97300,1135.45,789.7,0.041,0.094,0.976,11.49,5
97400,1133.22,789.86,0.057,-0.029,0.932,11.66,5
97500,1130.58,790.1,-0.055,0.02,1.128,11.74,5
97600,1128.41,790.33,-0.045,-0.059,1.105,11.63,5
97700,1126.46,790.6,0.02,0.042,1.128,11.78,5
97800,1123.35,790.65,0.019,0.045,0.984,11.74,5
97900,1119.85,790.94,-0.007,0.035,1.013,11.88,5
98000,1118.72,791.16,-0.092,-0.043,0.915,11.59,5
98100,1117.33,791.42,0.085,-0.085,1.082,11.83,5
98200,1114.64,791.67,0.013,0.057,0.913,11.69,5
98300,1112.69,791.83,0.047,0.048,1.071,11.98,5
98400,1109.61,792.17,0.043,0.092,0.89,11.76,5
98500,1107.5,792.33,0.034,0.019,0.912,11.88,5
98600,1105.65,792.57,0.049,-0.012,0.868,11.89,5
98700,1101.92,792.91,-0.017,0.111,0.936,11.61,5
98800,1100.67,792.98,-0.014,0.093,1.178,11.86,5
98900,1097.27,793.33,0.097,-0.033,0.933,12.13,5
99000,1094.1,793.58,0.021,-0.084,1.106,11.68,5
99100,1092.61,793.8,-0.061,-0.036,1.108,11.81,5
99200,1089.77,793.95,0.006,-0.04,0.78,12.18,5
99300,1088.03,794.13,-0.059,0.001,1.093,11.99,5
99400,1085.35,794.39,-0.057,0.042,0.965,11.98,5
99500,1082.97,794.61,0.084,0.035,1.146,11.87,5
99600,1081.43,794.9,0.044,0.075,1.12,11.79,5
99700,1077.55,795.16,-0.006,0.007,0.929,11.87,5
99800,1074.96,795.38,-0.075,0.087,0.939,11.92,5
99900,1073.59,795.66,-0.011,-0.057,0.81,11.9,5
100000,1071.62,795.88,0.059,-0.002,0.998,12.1,5
100100,1068.03,796.12,0.019,-0.03,1.051,11.98,5
100200,1065.78,796.32,0.044,-0.065,1.005,12.04,5
100300,1062.91,796.59,-0.017,0.014,0.957,12.32,5
100400,1061.82,796.83,0.114,0.024,1.156,12.2,5
100500,1058.93,797.03,0.014,0.014,0.954,12.24,5
100600,1056.77,797.22,-0.1,-0.071,0.913,12.25,5
100700,1054.02,797.51,-0.014,0.033,1.024,12.33,5
100800,1051.05,797.81,0.064,0.077,0.962,12.09,5
100900,1048.66,797.94,0.033,0.017,1.038,12.28,5
101000,1047.33,798.17,0.001,-0.045,1.066,12.45,5
101100,1044.23,798.48,-0.051,0.056,0.979,12.16,5
101200,1042.33,798.66,0.021,0.018,1.059,12.25,5
101300,1039.56,798.9,-0.012,0.014,1.022,12.15,5
101400,1036.75,799.1,0.043,0.027,0.933,12.13,5
101500,1033.28,799.32,-0.053,-0.0,0.95,12.22,5
101600,1031.37,799.6,0.017,0.034,0.948,12.33,5
101700,1030.52,799.84,-0.028,0.005,1.015,12.28,5
101800,1027.86,800.05,-0.027,-0.041,0.983,12.03,5
101900,1025.28,800.24,-0.017,0.009,0.793,12.3,5
102000,1022.76,800.46,-0.026,-0.061,1.167,12.66,5
102100,1019.31,800.71,0.036,-0.027,1.239,12.21,5
102200,1017.84,800.93,-0.104,0.006,1.094,12.48,5
102300,1015.74,801.22,0.063,-0.098,1.105,,5
102400,1013.4,801.35,0.034,-0.011,0.854,12.66,5
102500,1011.75,801.72,-0.063,-0.015,0.786,12.25,5
102600,1007.89,801.91,0.045,-0.018,1.167,12.46,5
102700,1005.43,802.14,-0.054,-0.021,1.003,12.62,5
102800,1002.84,802.37,0.019,0.046,0.949,12.31,5
102900,1000.39,802.61,-0.056,-0.027,0.941,12.41,5
103000,998.89,802.79,-0.031,0.027,0.95,12.69,5
103100,996.85,803.05,-0.043,0.025,1.125,12.64,5
103200,992.9,803.29,-0.028,-0.06,0.913,12.73,5
103300,991.75,803.6,0.045,0.037,0.893,12.63,5
103400,988.44,803.81,0.04,0.043,0.824,12.67,5
103500,986.1,804.02,0.065,0.084,0.987,12.37,5
103600,984.34,804.21,0.007,-0.042,0.997,12.73,5
103700,982.53,804.45,0.011,0.088,0.872,12.58,5
103800,979.97,804.83,0.041,0.002,1.032,12.67,5
103900,977.47,804.89,-0.015,-0.032,1.188,12.61,5
104000,974.2,805.17,0.022,0.05,0.927,12.83,5
104100,973.42,805.33,-0.036,-0.009,0.805,12.98,5
104200,971.2,805.45,-0.11,0.003,0.897,12.45,5
104300,967.27,805.85,-0.034,-0.003,0.983,12.82,5
104400,964.36,806.07,-0.033,0.032,0.948,12.86,5
104500,962.86,806.33,0.031,0.048,0.871,12.65,5
104600,960.01,806.6,0.006,-0.025,1.034,12.87,5
104700,957.38,806.76,0.052,0.097,1.019,12.74,5
104800,955.27,806.99,0.034,-0.011,1.117,12.82,5
104900,952.85,807.32,-0.021,0.046,1.12,12.78,5
105000,949.76,807.62,0.101,0.063,0.931,12.81,5
105100,948.54,807.74,-0.013,-0.108,0.927,12.97,5
105200,945.41,807.95,-0.033,-0.028,0.941,13.17,5
105300,943.49,808.27,0.008,-0.049,0.921,12.85,5
105400,940.49,808.51,0.046,-0.037,1.022,12.98,5
105500,937.45,808.66,0.131,-0.045,0.953,13.2,5
105600,936.06,808.89,0.025,-0.048,0.99,13.09,5
105700,934.81,809.16,-0.078,-0.047,1.221,12.93,5
105800,930.76,809.46,0.012,-0.038,1.093,13.01,5
105900,929.64,809.65,-0.061,-0.02,0.793,13.16,5
106000,926.81,809.88,0.022,0.034,1.105,13.23,5
106100,924.1,810.11,-0.023,0.046,0.906,12.98,5
106200,922.56,810.42,-0.035,-0.033,1.022,13.15,5
106300,920.76,810.62,0.007,-0.037,1.054,13.16,5
106400,916.78,810.76,-0.107,-0.012,1.11,13.14,5
106500,914.31,811.15,0.002,-0.001,1.054,,5
106600,911.71,811.33,0.046,-0.01,1.093,13.01,5
106700,909.65,811.5,0.034,0.083,0.978,13.35,5
106800,906.53,811.73,0.056,-0.087,1.015,13.27,5
106900,904.3,812.02,0.062,-0.011,1.158,13.04,5
107000,902.87,812.21,-0.045,0.056,0.988,13.13,9
107100,900.89,812.52,0.004,0.026,0.948,13.41,5
107200,899.44,812.63,-0.02,0.011,0.937,12.78,5
107300,895.38,813.01,-0.025,0.024,1.14,13.05,5
107400,893.38,813.17,0.096,0.093,1.17,13.22,5
107500,889.87,813.43,-0.03,0.021,0.868,12.97,5
107600,889.25,813.63,-0.03,-0.065,1.015,13.29,5
107700,886.32,813.95,0.029,-0.135,1.043,13.27,5
107800,883.98,814.08,-0.055,0.017,0.925,13.47,5
107900,881.43,814.34,-0.051,-0.131,1.026,13.32,5
108000,878.8,814.63,-0.033,0.065,1.093,13.52,5
108100,876.83,814.81,-0.021,0.008,0.916,13.06,5
108200,874.43,815.07,0.004,-0.051,1.067,13.59,5
108300,871.36,815.27,-0.033,0.035,0.971,13.57,5
108400,869.23,815.52,0.058,0.075,0.873,13.08,5
108500,866.82,815.82,0.026,0.008,1.021,13.2,5
108600,863.9,816.02,-0.023,-0.043,0.986,13.49,5
108700,861.03,816.32,-0.121,0.049,1.119,13.42,5
108800,861.2,816.48,-0.099,0.018,1.026,13.26,5
108900,855.94,816.8,-0.056,0.044,1.125,13.6,5
109000,855.33,816.92,-0.027,-0.032,1.127,13.34,5
109100,852.86,817.28,-0.011,0.008,0.967,13.48,5
109200,850.16,817.47,0.002,-0.096,1.062,13.58,5
109300,848.22,817.62,-0.013,-0.007,0.86,13.36,5
109400,845.05,817.93,-0.101,-0.04,0.905,13.66,5
109500,842.72,818.14,0.039,0.025,1.139,13.33,5
109600,840.77,818.43,-0.116,0.001,1.071,13.68,5
109700,836.74,818.59,0.028,-0.031,1.016,13.42,5
109800,835.9,818.85,-0.039,0.04,0.935,13.78,5
109900,833.72,819.08,0.13,0.06,0.999,13.41,5
110000,830.73,819.28,0.049,0.082,0.963,13.49,5
110100,828.77,819.6,0.004,-0.042,1.059,13.68,5
110200,825.48,819.86,-0.016,0.061,1.041,13.74,5
110300,823.97,820.05,-0.063,-0.027,1.057,13.73,5
110400,820.41,820.29,0.02,0.065,1.169,13.44,5
110500,818.59,820.48,0.009,0.072,0.974,13.67,5
110600,815.77,820.78,-0.056,-0.0,1.041,13.87,5
110700,813.68,820.98,-0.063,0.026,0.952,13.84,5
110800,811.06,821.24,-0.022,-0.058,0.888,13.92,5
110900,808.14,821.54,-0.065,-0.035,0.981,13.74,5
111000,806.85,821.68,0.026,-0.007,0.952,13.8,5
111100,804.76,821.95,-0.065,-0.072,0.984,13.64,5
111200,801.86,822.21,0.023,-0.031,0.895,14.06,5
111300,799.0,822.43,0.032,-0.028,0.871,13.99,5
111400,797.75,822.57,-0.057,0.029,1.101,13.96,5
111500,794.7,822.96,-0.046,-0.035,1.157,14.02,5
111600,792.46,823.2,-0.068,0.063,1.004,13.87,5
111700,789.45,823.39,0.047,0.017,1.117,13.78,5
111800,788.26,823.68,-0.053,0.03,0.803,13.67,5
111900,784.97,823.83,0.0,-0.069,0.943,14.0,5
112000,784.23,824.06,-0.022,-0.006,0.899,13.77,5
112100,780.06,824.38,-0.016,0.0,0.864,13.94,5
112200,778.76,824.53,0.018,-0.039,0.962,14.2,5
112300,775.85,824.8,0.084,0.039,1.077,13.83,5
112400,773.46,825.04,0.022,-0.034,0.894,14.01,5
112500,770.46,825.29,0.007,-0.025,1.066,14.29,5
112600,767.24,825.54,-0.007,0.064,1.193,13.91,5
112700,766.46,825.69,-0.054,0.042,1.104,13.86,5
112800,764.68,826.02,0.001,0.089,1.018,14.27,5
112900,761.2,826.21,-0.075,0.002,1.019,13.9,5
113000,758.72,826.41,-0.028,-0.096,0.94,14.07,5
113100,755.32,826.68,0.035,0.027,1.079,14.36,5
113200,754.57,827.01,-0.086,0.025,0.972,13.91,5
113300,751.52,827.29,-0.072,-0.036,1.161,14.06,5
113400,748.96,827.34,0.057,-0.013,1.1,14.09,5
113500,747.27,827.54,0.02,-0.09,1.067,14.12,5
113600,743.29,827.91,0.095,0.11,0.99,14.07,5
113700,741.84,828.22,0.048,-0.041,0.855,13.93,5
113800,740.01,828.41,0.047,0.041,0.976,14.31,5
113900,737.62,828.59,-0.112,-0.091,0.915,14.32,5
114000,733.8,828.87,0.036,0.01,1.031,14.11,5
114100,732.5,829.2,0.091,-0.09,0.933,14.53,5
114200,730.11,829.45,0.06,0.074,0.856,14.29,5
114300,727.83,829.66,0.066,-0.021,1.173,14.46,5
114400,725.56,829.9,0.075,0.043,1.086,14.21,5
114500,723.54,830.09,0.009,0.033,0.959,14.19,5
114600,721.47,830.32,0.074,0.027,1.025,14.38,5
114700,718.09,830.56,-0.036,0.067,1.007,14.22,5
114800,715.88,830.82,-0.008,-0.06,0.957,14.21,5
114900,712.06,831.1,0.026,-0.016,1.024,14.3,5
115000,710.77,831.36,-0.019,0.044,1.115,14.32,5
115100,707.88,831.42,0.016,0.011,1.071,14.24,5
115200,705.18,831.74,0.062,-0.069,1.048,14.22,5
115300,703.06,831.95,-0.087,0.018,0.964,14.45,5
115400,700.06,832.23,-0.052,0.019,0.99,14.65,5
115500,698.9,832.51,0.015,-0.01,1.047,14.49,5
115600,695.72,832.73,0.043,0.03,1.067,14.58,5
115700,694.65,832.93,0.037,0.011,1.019,14.52,5
115800,690.92,833.17,0.046,-0.04,1.056,14.61,5
115900,689.34,833.52,0.025,0.061,1.08,14.5,5
116000,686.82,833.72,-0.048,-0.078,0.98,14.33,5
116100,684.62,833.95,0.074,-0.055,0.88,14.66,5
116200,682.35,834.09,-0.049,0.034,0.831,14.55,5
116300,678.87,834.43,0.051,-0.008,1.021,14.75,5
116400,677.64,834.66,0.027,-0.004,0.846,14.66,5
116500,674.5,834.82,0.011,0.015,0.965,14.44,5
116600,672.61,835.15,-0.027,0.032,0.894,14.54,5
116700,670.75,835.28,-0.112,0.043,0.912,14.45,5
116800,667.59,835.61,0.02,-0.027,0.884,14.42,5
116900,664.84,835.83,-0.13,-0.072,1.087,14.58,5
117000,663.08,836.08,0.125,-0.023,1.032,14.74,5
117100,660.23,836.32,-0.03,0.02,1.168,14.59,5
117200,657.07,836.67,0.057,0.04,1.013,14.63,5
117300,655.2,836.76,0.025,0.008,1.097,14.62,5
117400,652.87,837.07,0.022,0.006,1.043,14.88,5
117500,651.64,837.21,0.05,-0.035,0.891,14.51,5
117600,648.56,837.59,0.053,-0.008,0.988,14.84,5
117700,646.87,837.81,-0.039,0.03,0.954,14.62,5
117800,643.59,838.1,0.005,-0.01,1.01,14.91,5
117900,641.87,838.32,0.0,-0.026,1.0,14.94,5
118000,639.37,838.52,0.022,0.007,0.953,14.8,5
118100,636.48,838.92,0.056,0.07,0.822,14.74,5
118200,634.49,838.95,0.12,-0.025,0.958,15.06,5
118300,632.17,839.14,-0.016,-0.005,1.038,15.16,5
118400,629.41,839.58,-0.107,-0.07,0.934,14.77,5
118500,626.99,839.81,-0.063,0.058,0.864,14.84,5
118600,624.85,839.98,-0.001,-0.004,1.035,15.13,5
118700,620.94,840.27,-0.067,0.033,0.993,15.26,5
118800,620.25,840.5,-0.063,-0.054,1.155,15.05,5
118900,616.75,840.68,-0.018,0.026,1.087,15.3,5
119000,615.02,840.91,-0.104,0.033,0.935,14.93,5
119100,612.76,841.18,0.046,0.052,0.984,14.85,5
119200,610.18,841.44,0.028,-0.082,1.021,15.28,5
119300,607.94,841.64,0.054,0.007,0.923,15.3,5
119400,604.67,841.96,-0.055,-0.064,0.731,14.99,5
119500,602.02,842.18,0.024,0.032,0.961,15.14,5
119600,600.38,842.41,0.087,0.057,0.95,15.32,5
119700,597.6,842.65,0.054,0.032,0.936,15.35,5
119800,596.35,842.81,0.047,-0.047,1.069,15.24,6
119900,595.61,843.06,-0.044,0.034,0.996,15.2,6
120000,593.43,843.07,0.032,0.01,0.969,15.33,6
120100,592.9,843.11,-0.119,-0.015,1.125,14.99,6
120200,591.4,843.34,0.066,0.043,1.074,15.4,6
120300,591.07,843.35,-0.068,0.039,1.041,15.3,6
120400,590.03,843.4,0.078,0.056,0.974,15.09,6
120500,589.53,843.47,0.069,-0.08,0.901,15.41,6
120600,588.83,843.48,0.05,-0.006,0.977,15.31,6
120700,587.48,843.65,0.049,-0.031,1.07,15.01,6
120800,587.47,843.81,0.011,-0.007,1.135,15.12,6
120900,586.62,843.83,-0.037,0.066,0.879,15.21,6
121000,585.92,843.88,-0.021,-0.033,1.067,15.12,6
121100,585.41,843.93,-0.019,0.015,0.935,15.34,6
121200,585.79,843.98,-0.034,-0.004,1.084,15.12,6
121300,584.53,844.0,0.012,-0.046,1.11,15.2,6
121400,583.1,844.05,-0.023,0.01,1.155,15.19,6
121500,583.47,844.1,0.0,-0.076,1.163,15.11,6
121600,582.22,844.21,-0.084,-0.014,1.034,15.27,6
121700,582.7,844.42,-0.091,0.109,1.123,15.31,6
121800,581.18,844.39,0.025,-0.042,0.956,15.1,6
121900,579.78,844.38,0.058,0.039,0.942,15.11,6
122000,579.77,844.4,0.031,0.002,0.846,15.01,6
122100,579.8,844.59,0.007,0.017,0.945,15.34,6
122200,578.63,844.61,0.021,-0.026,0.881,15.28,6
122300,577.44,844.72,-0.008,-0.043,1.069,15.15,6
122400,578.24,844.78,-0.047,0.042,0.928,15.31,6
122500,575.88,844.75,-0.0,-0.071,0.996,14.99,6
122600,575.98,844.87,0.024,0.004,0.981,15.3,6
122700,575.05,844.99,0.0,0.011,1.05,15.21,6
122800,573.71,844.97,-0.083,0.031,1.023,15.33,6
122900,574.42,844.98,-0.052,0.051,1.145,15.42,6
123000,572.89,845.27,-0.006,-0.002,1.189,15.81,6
123100,573.73,845.27,0.008,0.025,0.969,15.24,6
123200,572.55,845.23,-0.002,-0.078,0.857,15.03,6
123300,570.92,845.34,0.061,0.069,0.931,15.06,6
123400,570.91,845.44,0.03,0.056,1.065,15.36,6
123500,569.46,845.49,0.03,-0.059,1.073,15.45,6
123600,569.64,845.53,0.08,0.053,0.894,15.33,6
123700,569.42,845.55,0.007,-0.005,1.06,15.45,6
123800,567.36,845.62,0.037,-0.062,0.944,15.38,6
123900,566.33,845.74,0.008,-0.067,0.949,15.13,6
124000,567.23,845.82,0.006,-0.076,0.766,15.27,6
124100,565.64,845.87,0.036,-0.056,0.95,15.28,6
124200,565.23,845.89,0.004,0.135,1.131,15.2,6
124300,564.19,846.05,-0.048,0.007,0.974,15.47,6
124400,564.46,846.04,0.011,-0.024,1.112,15.27,6
124500,563.26,846.15,0.1,0.08,0.983,15.38,6
124600,563.4,846.26,-0.076,-0.063,0.812,15.32,6
124700,562.65,846.29,-0.072,-0.047,0.912,15.3,6
124800,561.99,846.43,-0.109,0.135,1.1,15.32,6
124900,561.45,846.48,0.037,0.053,0.922,15.3,6
125000,559.24,846.46,0.056,0.101,0.937,15.12,6
125100,559.97,846.62,0.011,0.066,1.005,15.44,6
125200,559.25,846.59,0.001,-0.023,1.064,15.15,6
125300,558.95,846.63,0.022,-0.018,0.881,15.38,6
125400,557.6,846.78,0.045,-0.068,1.144,15.3,6
125500,556.92,846.84,0.158,-0.024,1.039,15.4,6
125600,557.43,846.94,-0.01,-0.018,1.014,15.27,6
125700,556.47,847.01,-0.044,-0.03,1.007,15.45,6
125800,554.29,846.94,0.046,0.06,1.022,15.41,6
125900,554.7,847.02,0.013,-0.055,1.088,15.35,6
126000,553.88,847.1,-0.057,0.03,0.913,15.6,6
126100,553.7,847.13,0.03,-0.044,1.132,15.25,6
126200,552.95,847.24,-0.02,0.007,0.972,15.45,6
126300,551.13,847.45,0.058,0.026,0.99,15.56,6
126400,551.3,847.39,0.011,0.086,0.948,15.62,6
126500,550.1,847.58,0.039,-0.072,58.0,15.29,6
126600,549.47,847.53,0.009,0.037,0.937,15.44,6
126700,548.91,847.62,0.052,0.053,1.092,15.37,6
126800,549.07,847.72,-0.005,0.074,1.021,15.33,6
126900,546.97,847.72,-0.096,0.007,1.119,15.55,6
127000,547.54,847.83,0.042,0.034,0.849,15.24,6
127100,546.33,847.86,0.014,-0.041,0.979,15.53,6
127200,545.8,847.93,0.065,-0.015,0.896,15.31,6
127300,544.4,847.95,-0.042,0.097,1.045,15.34,6
127400,544.01,848.06,-0.003,-0.071,0.94,15.62,6
127500,544.11,848.19,0.017,0.014,1.072,15.26,6
127600,543.55,848.19,0.035,-0.052,1.091,15.53,6
127700,542.01,848.25,-0.044,-0.02,1.002,15.59,6
127800,541.54,848.34,-0.0,-0.003,0.96,15.31,6
127900,540.94,848.37,0.026,0.035,0.972,15.42,6
128000,540.78,848.43,-0.021,0.029,0.799,15.58,6
128100,539.32,848.48,-0.056,-0.007,0.986,15.73,6
128200,539.41,848.65,0.047,-0.043,0.993,15.54,6
128300,540.42,848.65,0.036,0.003,1.096,15.37,6
128400,538.54,848.68,0.019,0.014,0.966,15.81,6
128500,538.06,848.84,0.006,-0.019,1.102,15.55,6
128600,537.06,848.84,-0.022,-0.058,1.016,15.69,6
128700,536.45,848.88,-0.03,0.024,1.011,15.73,6
128800,535.72,849.0,-0.026,0.03,0.802,15.52,6
128900,534.33,849.07,-0.028,-0.063,1.158,15.17,6
129000,533.41,849.11,-0.041,0.04,1.03,15.57,6
129100,534.36,849.14,0.062,-0.053,0.92,15.65,6
129200,532.41,849.23,-0.001,0.031,1.161,15.5,6
129300,532.15,849.37,-0.034,-0.039,1.021,15.49,6
129400,531.76,849.28,-0.024,-0.088,1.139,15.48,6
129500,530.12,849.47,-0.059,0.097,1.028,15.32,6
129600,530.28,849.55,-0.002,0.011,0.971,15.33,6
129700,530.29,849.6,0.022,-0.01,0.852,15.42,6
129800,528.49,849.63,-0.013,-0.028,0.998,15.59,6
129900,528.43,849.71,0.006,-0.021,0.923,15.6,6
130000,528.2,849.79,-0.052,-0.043,0.827,15.69,6
130100,528.2,849.88,-0.048,-0.048,1.149,15.78,6
130200,527.44,849.85,0.088,0.024,1.034,15.53,6
130300,526.09,850.08,-0.014,-0.033,0.859,15.59,6
130400,525.61,850.01,0.062,-0.074,0.952,15.48,6
130500,524.76,850.11,-0.02,0.058,0.978,15.77,6
130600,524.08,850.11,-0.003,-0.071,0.768,15.45,6
130700,522.05,850.25,-0.02,-0.021,0.96,15.43,6
130800,522.77,850.36,0.042,-0.015,1.022,15.64,6
130900,520.81,850.33,0.01,-0.034,0.987,15.5,6
131000,521.4,850.51,0.028,0.054,0.888,15.89,6
131100,520.02,850.49,0.046,-0.027,1.011,15.43,6
131200,520.69,850.57,-0.019,0.056,0.984,15.66,6
131300,518.28,850.66,-0.036,0.064,0.913,15.43,6
131400,519.1,850.68,-0.035,-0.038,1.108,15.69,6
131500,518.03,850.76,-0.042,-0.032,1.105,15.48,6
131600,517.59,850.83,-0.019,-0.028,0.874,15.58,6
131700,517.41,850.94,-0.039,-0.042,0.976,15.63,6
131800,515.5,850.99,-0.063,0.032,1.111,15.76,6
131900,515.86,851.05,0.001,0.066,1.045,15.85,6
132000,514.72,851.07,-0.012,-0.051,1.025,15.67,6
132100,514.24,851.19,0.071,-0.009,0.931,15.71,6
132200,513.93,851.36,-0.068,-0.039,1.054,15.75,6
132300,513.8,851.27,0.046,0.007,1.118,15.59,6
132400,512.06,851.34,0.067,0.026,1.046,15.89,6
132500,512.1,851.5,0.044,0.076,1.019,15.42,6
132600,509.66,851.55,0.07,-0.057,1.06,15.76,6
132700,510.48,851.51,0.088,0.036,1.021,15.83,6
132800,510.04,851.55,0.033,0.023,0.852,15.74,6
132900,508.3,851.66,0.055,0.014,1.002,15.75,6
133000,508.51,851.75,-0.092,0.046,0.901,15.66,6
133100,507.61,851.83,0.089,0.02,1.101,15.3,6
133200,507.4,851.89,0.073,-0.048,1.037,15.68,6
133300,506.43,851.96,0.043,-0.003,0.939,15.58,6
133400,504.54,852.08,-0.093,0.072,,15.6,6
133500,505.27,852.01,0.041,0.103,0.984,15.76,6
133600,504.28,852.07,0.007,0.045,1.083,15.36,6
133700,502.98,852.28,-0.035,-0.013,0.865,15.42,6
133800,502.9,852.3,-0.005,-0.03,0.958,15.73,6
133900,503.4,852.43,0.028,-0.011,0.932,15.87,6
134000,501.35,852.45,0.021,0.02,0.972,15.58,6
134100,500.6,852.44,0.042,-0.017,0.938,15.73,6
134200,500.89,852.56,-0.053,-0.02,0.865,15.72,6
134300,500.69,852.71,0.025,0.035,1.043,15.69,6
134400,499.53,852.59,-0.013,-0.027,1.093,15.68,6
134500,498.6,852.76,0.017,-0.059,0.975,15.81,6
134600,497.88,852.89,0.017,0.017,0.863,15.98,6
134700,497.29,852.87,-0.012,0.064,0.946,15.85,6
134800,497.57,852.85,-0.077,-0.005,0.989,15.9,6
134900,496.12,853.05,0.025,0.034,0.932,15.64,6
